Cruise,Day,Time,TimeStamp,Conductivity,Density [kg/m3],Salinity [PSU],Temperature1 [C],Chlorophyll [raw],Turbidity [raw],TurbidityNTU,Chlorophyll [ug/L],O2 Saturation [%],O2 Concentration [raw],Temperature2 [C],O2 Concentration [mg/L],Temperature3 [C],Depth [m],Pressure [kPa],DateTime,Latitude [N],Longitude [E],Distance [m]
October,10/21/18,8:28:22,1540146502,54.497,1020.51,32.99,29.137,601,411,2.2021,6.6913,NA,NA,NA,NA,28.644,1.764026,122.002,10/21/18 18:28,21.27625809,-157.8190141,217.0332102
October,10/21/18,8:28:23,1540146503,54.506,1020.5215,33.0015,29.13,620,415,2.2265,6.9212,21.981,52.596,29.183,1.683072,28.6455,1.76611655,122.023,10/21/18 18:28,21.27625809,-157.8190232,217.7035698
October,10/21/18,8:28:24,1540146504,54.514,1020.519,33.002,29.137,641,418,2.2448,7.1753,20.873,49.944,29.183,1.598208,28.647,1.7682071,122.044,10/21/18 18:28,21.27625809,-157.8190232,217.7035698
October,10/21/18,8:28:25,1540146505,54.5245,1020.528,33.0115,29.1335,628,418,2.2448,7.018,20.085,48.059,29.183,1.537888,28.648,1.777963,122.142,10/21/18 18:28,21.27625809,-157.8190232,217.7035698
October,10/21/18,8:28:26,1540146506,54.527,1020.531,33.015,29.131,618,417,2.2387,6.897,19.251,46.064,29.182,1.474048,28.6505,1.77985445,122.161,10/21/18 18:28,21.27625809,-157.8190232,217.7035698
October,10/21/18,8:28:27,1540146507,54.512,1020.525,33.006,29.129,617,418,2.2448,6.8849,NA,NA,NA,NA,28.653,1.7817459,122.18,10/21/18 18:28,21.27625641,-157.8190214,217.4378298
October,10/21/18,8:28:28,1540146508,54.5105,1020.5205,33.0025,29.1335,625,415,2.2265,6.9817,18.874,45.162,29.182,1.445184,28.653,1.7809495,122.172,10/21/18 18:28,21.27625473,-157.8190196,217.1720897
October,10/21/18,8:28:29,1540146509,54.513,1020.523,33.005,29.132,625,412,2.2082,6.9817,18.713,44.777,29.183,1.432864,28.657,1.7845333,122.208,10/21/18 18:28,21.27625305,-157.8190177,216.9063497
October,10/21/18,8:28:30,1540146510,54.5345,1020.534,33.019,29.1325,621,413,2.2143,6.9333,18.137,43.399,29.183,1.388768,28.659,1.78582745,122.221,10/21/18 18:28,21.27625137,-157.8190159,216.6406096
October,10/21/18,8:28:31,1540146511,54.548,1020.539,33.028,29.134,631,414,2.2204,7.0543,NA,NA,NA,NA,28.661,1.7871216,122.234,10/21/18 18:28,21.27624969,-157.8190141,216.3748695
October,10/21/18,8:34:47,1540146887,32.776,1011.068,19.537,27.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/21/18 18:34,21.27820665,-157.820934,511.3756182
October,10/21/18,8:34:48,1540146888,2.809,997.517,1.389,27.152,262,524,2.8914,2.5894,101.972,252.916,27.153,8.093312,NA,NA,NA,10/21/18 18:34,21.27820665,-157.820934,511.3756182
October,10/21/18,8:34:49,1540146889,NA,NA,NA,NA,NA,NA,NA,NA,96.846,240.316,27.127,7.690112,NA,NA,NA,10/21/18 18:34,21.27821505,-157.820937,512.2671072
October,10/21/18,8:34:50,1540146890,NA,NA,NA,NA,NA,NA,NA,NA,99.347,246.622,27.104,7.891904,NA,NA,NA,10/21/18 18:34,21.27822065,-157.820937,512.7186215
October,10/21/18,8:34:51,1540146891,32.8825,1011.152,19.6285,27.1115,247,2357,14.0727,2.4079,NA,NA,NA,NA,27.238,0.13767765,105.665,10/21/18 18:34,21.27822345,-157.820934,512.7301865
October,10/21/18,8:34:52,1540146892,32.762,1011.099,19.554,27.1,327,443,2.3973,3.3759,100.475,249.534,27.079,7.985088,27.2335,0.16833905,105.973,10/21/18 18:34,21.27823185,-157.820925,512.76715
October,10/21/18,8:34:53,1540146893,33.472,1011.46,20.0285,27.084,394,455,2.4705,4.1866,100.715,250.214,27.06,8.006848,27.229,0.19900045,106.281,10/21/18 18:34,21.27823185,-157.820925,512.76715
October,10/21/18,8:34:54,1540146894,33.88,1011.668,20.303,27.073,407,454,2.4644,4.3439,100.753,250.366,27.047,8.011712,27.225,0.23523665,106.645,10/21/18 18:34,21.27823185,-157.820925,512.76715
October,10/21/18,8:34:55,1540146895,33.756,1011.609,20.223,27.07,452,465,2.5315,4.8884,101.052,251.171,27.034,8.037472,27.2235,0.237775175,106.6705,10/21/18 18:34,21.27823605,-157.820925,513.1071261
October,10/21/18,8:34:56,1540146896,33.132,1011.3065,19.8145,27.061,375,444,2.4034,3.9567,NA,NA,NA,NA,27.222,0.2403137,106.696,10/21/18 18:34,21.27824025,-157.820925,513.4473028
October,10/21/18,8:34:57,1540146897,34.285,1011.889,20.585,27.04,430,458,2.4888,4.6222,100.618,250.132,27.025,8.004224,27.219,0.2580336,106.874,10/21/18 18:34,21.27824025,-157.820925,513.4473028
October,10/21/18,8:34:58,1540146898,34.7685,1012.1335,20.909,27.0335,453,475,2.5925,4.9005,100.699,250.423,27.005,8.013536,27.218,0.2452912,106.746,10/21/18 18:34,21.27824025,-157.820934,514.087989
October,10/21/18,8:34:59,1540146899,34.611,1012.065,20.812,27.018,461,464,2.5254,4.9973,102.209,254.212,26.997,8.134784,27.2225,0.2498705,106.792,10/21/18 18:34,21.27824025,-157.820934,514.087989
October,10/21/18,8:35:00,1540146900,33.96,1011.735,20.375,27.029,447,466,2.5376,4.8279,NA,NA,NA,NA,27.227,0.2544498,106.838,10/21/18 18:35,21.27824025,-157.820934,514.087989
October,10/21/18,8:35:01,1540146901,34.691,1012.102,20.863,27.023,NA,NA,NA,NA,103.154,256.531,27.004,8.208992,27.234,0.2813283,107.108,10/21/18 18:35,21.27824025,-157.820934,514.087989
October,10/21/18,8:35:02,1540146902,34.7895,1012.156,20.9315,27.0145,NA,NA,NA,NA,104.282,259.349,27.002,8.299168,27.239,0.30372705,107.333,10/21/18 18:35,21.27824025,-157.820934,514.087989
October,10/21/18,8:35:03,1540146903,35.22,1012.369,21.217,27.016,455,479,2.6169,4.9247,105.531,262.429,27.007,8.397728,27.244,0.3261258,107.558,10/21/18 18:35,21.27824865,-157.820943,515.4088306
October,10/21/18,8:35:04,1540146904,36.8465,1013.18,22.3025,27.0185,463,483,2.6413,5.0215,NA,NA,NA,NA,27.263,0.3892405,108.192,10/21/18 18:35,21.27824865,-157.820943,515.4088306
October,10/21/18,8:35:05,1540146905,39.977,1014.753,24.406,27.027,NA,NA,NA,NA,106.696,265.281,27.016,8.488992,27.302,0.44468985,108.749,10/21/18 18:35,21.27825285,-157.820943,515.7487606
October,10/21/18,8:35:06,1540146906,41.115,1015.334,25.18,27.024,610,510,2.806,6.8002,108.232,269.026,27.032,8.608832,27.3235,0.45783045,108.881,10/21/18 18:35,21.27825705,-157.820943,516.0888903
October,10/21/18,8:35:07,1540146907,42.233,1015.8935,25.9335,27.0405,615,501,2.7511,6.8607,109.875,272.958,27.063,8.734656,27.345,0.47097105,109.013,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:08,1540146908,42.741,1016.136,26.267,27.065,641,495,2.7145,7.1753,NA,NA,NA,NA,27.383,0.4808265,109.112,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:09,1540146909,42.62,1016.055,26.17,27.091,635,494,2.7084,7.1027,109.065,270.712,27.111,8.662784,27.4055,0.499492125,109.2995,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:10,1540146910,41.9135,1015.669,25.6695,27.1245,614,503,2.7633,6.8486,107.245,265.936,27.165,8.509952,27.428,0.51815775,109.487,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:11,1540146911,42.31,1015.848,25.922,27.157,618,502,2.7572,6.897,106.209,263.114,27.219,8.419648,27.454,0.5755981,110.064,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:12,1540146912,41.9795,1015.648,25.673,27.201,604,496,2.7206,6.7276,105.686,261.571,27.272,8.370272,27.483,0.60755365,110.385,10/21/18 18:35,21.27825705,-157.8209475,516.4091709
October,10/21/18,8:35:13,1540146913,42.741,1016.004,26.166,27.245,617,496,2.7206,6.8849,NA,NA,NA,NA,27.499,0.603123675,110.3405,10/21/18 18:35,21.27825705,-157.820943,516.0888903
October,10/21/18,8:35:14,1540146914,44.022,1016.642,27.027,27.269,645,495,2.7145,7.2237,105.592,261.106,27.321,8.355392,27.515,0.5986937,110.296,10/21/18 18:35,21.27825705,-157.820943,516.0888903
October,10/21/18,8:35:15,1540146915,42.6095,1015.8815,26.0345,27.322,635,495,2.7145,7.1027,104.744,258.787,27.369,8.281184,27.546,0.6460795,110.772,10/21/18 18:35,21.27825705,-157.820943,516.0888903
October,10/21/18,8:35:16,1540146916,41.604,1015.334,25.325,27.373,624,497,2.7267,6.9696,104.232,257.289,27.42,8.233248,27.564,0.686895,111.182,10/21/18 18:35,21.27825705,-157.820943,516.0888903
October,10/21/18,8:35:17,1540146917,42.051,1015.5335,25.6065,27.41,NA,NA,NA,NA,NA,NA,NA,NA,27.5705,0.6972482,111.286,10/21/18 18:35,21.27826545,-157.820952,517.4096882
October,10/21/18,8:35:18,1540146918,42.416,1015.694,25.835,27.444,623,498,2.7328,6.9575,103.802,256.007,27.468,8.192224,27.577,0.7076014,111.39,10/21/18 18:35,21.27826545,-157.820952,517.4096882
October,10/21/18,8:35:19,1540146919,43.23,1016.083,26.368,27.478,629,497,2.7267,7.0301,103.16,254.22,27.513,8.13504,27.601,0.7533944,111.85,10/21/18 18:35,21.27826125,-157.820952,517.0695819
October,10/21/18,8:35:20,1540146920,45.3405,1017.137,27.7885,27.5135,654,502,2.7572,7.3326,104.686,257.788,27.555,8.249216,27.62,0.772657325,112.0435,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:21,1540146921,47.695,1018.318,29.379,27.548,680,504,2.7694,7.6472,NA,NA,NA,NA,27.639,0.79192025,112.237,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:22,1540146922,48.425,1018.663,29.856,27.5895,691,507,2.7877,7.7803,103.448,254.502,27.607,8.144064,27.683,0.81382125,112.457,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:23,1540146923,48.972,1018.914,30.208,27.629,694,497,2.7267,7.8166,101.74,250.003,27.674,8.000096,27.74,0.8650895,112.972,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:24,1540146924,49.195,1018.998,30.336,27.67,686,485,2.6535,7.7198,101.167,248.298,27.741,7.945536,27.7625,0.8848004,113.17,10/21/18 18:35,21.27824865,-157.820952,516.0504595
October,10/21/18,8:35:25,1540146925,50.0765,1019.4155,30.914,27.718,695,497,2.7267,7.8287,100.724,246.896,27.813,7.900672,27.785,0.9045113,113.368,10/21/18 18:35,21.27825075,-157.820952,516.2201883
October,10/21/18,8:35:26,1540146926,50.938,1019.815,31.47,27.777,799,585,3.2635,9.0871,NA,NA,NA,NA,27.829,0.93387855,113.663,10/21/18 18:35,21.27825285,-157.820952,516.3899671
October,10/21/18,8:35:27,1540146927,51.1405,1019.866,31.567,27.8425,892,668,3.7698,10.2124,99.157,242.742,27.885,7.767744,27.8455,0.951349575,113.8385,10/21/18 18:35,21.27825495,-157.820952,516.5597959
October,10/21/18,8:35:28,1540146928,51.261,1019.871,31.603,27.912,904,609,3.4099,10.3576,95.803,234.246,27.954,7.495872,27.862,0.9688206,114.014,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:29,1540146929,51.272,1019.851,31.59,27.943,979,569,3.1659,11.2651,95.074,232.191,28.02,7.430112,27.889,1.003464,114.362,10/21/18 18:35,21.27825705,-157.820961,517.3713501
October,10/21/18,8:35:30,1540146930,51.748,1020.052,31.8815,27.999,1158,553,3.0683,13.431,NA,NA,NA,NA,27.913,1.03581775,114.687,10/21/18 18:35,21.27825705,-157.820961,517.3713501
October,10/21/18,8:35:31,1540146931,52.092,1020.179,32.078,28.061,NA,NA,NA,NA,94.809,231.291,28.082,7.401312,27.922,1.0404966,114.734,10/21/18 18:35,21.27825705,-157.820961,517.3713501
October,10/21/18,8:35:32,1540146932,52.345,1020.3,32.244,28.074,1165,549,3.0439,13.5157,93.385,227.602,28.135,7.283264,27.931,1.04517545,114.781,10/21/18 18:35,21.27825705,-157.820961,517.3713501
October,10/21/18,8:35:33,1540146933,52.2955,1020.223,32.168,28.135,1305,568,3.1598,15.2097,91.128,221.906,28.185,7.100992,27.947,1.07085935,115.039,10/21/18 18:35,21.27825705,-157.820961,517.3713501
October,10/21/18,8:35:34,1540146934,52.386,1020.225,32.194,28.188,NA,NA,NA,NA,89.797,218.495,28.229,6.99184,27.9535,1.094303375,115.2745,10/21/18 18:35,21.27826265,-157.820961,517.8237727
October,10/21/18,8:35:35,1540146935,52.466,1020.238,32.2255,28.223,1339,575,3.2025,15.6211,NA,NA,NA,NA,27.96,1.1177474,115.51,10/21/18 18:35,21.27826824,-157.820961,518.2765493
October,10/21/18,8:35:36,1540146936,52.553,1020.253,32.262,28.258,1390,602,3.3672,16.2382,89.258,217.031,28.269,6.944992,27.974,1.1235213,115.568,10/21/18 18:35,21.27827384,-157.820961,518.729679
October,10/21/18,8:35:37,1540146937,52.583,1020.248,32.266,28.282,1412,603,3.3733,16.5044,88.395,214.788,28.307,6.873216,27.985,1.16702465,116.005,10/21/18 18:35,21.27827804,-157.820961,519.0699599
October,10/21/18,8:35:38,1540146938,52.585,1020.23,32.2515,28.306,1429,592,3.3062,16.7101,85.072,206.591,28.34,6.610912,27.9885,1.188079475,116.2165,10/21/18 18:35,21.27828224,-157.820961,519.4104389
October,10/21/18,8:35:39,1540146939,52.629,1020.223,32.257,28.341,1420,604,3.3794,16.6012,NA,NA,NA,NA,27.992,1.2091343,116.428,10/21/18 18:35,21.27828224,-157.820961,519.4104389
October,10/21/18,8:35:40,1540146940,52.674,1020.231,32.276,28.359,1386,602,3.3672,16.1898,82.63,200.56,28.369,6.41792,27.998,1.25542505,116.893,10/21/18 18:35,21.27828084,-157.820961,519.2969239
October,10/21/18,8:35:41,1540146941,52.7805,1020.271,32.337,28.377,1293,610,3.416,15.0645,81.811,198.482,28.395,6.351424,28.0015,1.26956115,117.035,10/21/18 18:35,21.27827944,-157.820961,519.1834309
October,10/21/18,8:35:42,1540146942,52.902,1020.317,32.407,28.396,1228,628,3.5258,14.278,80.025,194.07,28.418,6.21024,28.005,1.28369725,117.177,10/21/18 18:35,21.27827804,-157.820961,519.0699599
October,10/21/18,8:35:43,1540146943,52.982,1020.3425,32.449,28.416,1109,633,3.5563,12.8381,77.698,188.359,28.438,6.027488,28.013,1.3090825,117.432,10/21/18 18:35,21.27827664,-157.820961,518.9565109
October,10/21/18,8:35:44,1540146944,53.079,1020.379,32.505,28.432,1082,644,3.6234,12.5114,NA,NA,NA,NA,28.02,1.2601039,116.94,10/21/18 18:35,21.27827524,-157.820961,518.8430839
October,10/21/18,8:35:45,1540146945,53.094,1020.374,32.505,28.447,1119,631,3.5441,12.9591,76.377,185.094,28.457,5.923008,28.025,1.2768283,117.108,10/21/18 18:35,21.27827384,-157.820961,518.729679
October,10/21/18,8:35:46,1540146946,53.105,1020.3745,32.508,28.454,NA,NA,NA,NA,74.565,180.647,28.475,5.780704,28.03,1.2935527,117.276,10/21/18 18:35,21.27826965,-157.820961,518.390001
October,10/21/18,8:35:47,1540146947,53.286,1020.459,32.626,28.463,1189,616,3.4526,13.8061,72.271,175.034,28.493,5.601088,28.039,1.3345673,117.688,10/21/18 18:35,21.27826545,-157.820961,518.0505213
October,10/21/18,8:35:48,1540146948,53.5075,1020.552,32.76,28.489,1066,644,3.6234,12.3178,NA,NA,NA,NA,28.057,1.36652285,118.009,10/21/18 18:35,21.27826545,-157.8209565,517.7299935
October,10/21/18,8:35:49,1540146949,53.61,1020.602,32.828,28.493,1012,674,3.8064,11.6644,69.37,167.955,28.511,5.37456,28.065,1.37488505,118.093,10/21/18 18:35,21.27826545,-157.820952,517.4096882
October,10/21/18,8:35:50,1540146950,53.821,1020.705,32.969,28.499,955,692,3.9162,10.9747,65.63,158.847,28.53,5.083104,28.073,1.38324725,118.177,10/21/18 18:35,21.27826545,-157.8209475,517.089606
October,10/21/18,8:35:51,1540146951,53.823,1020.694,32.9605,28.514,858,710,4.026,9.801,62.444,151.084,28.55,4.834688,28.091,1.45074215,118.855,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:52,1540146952,53.886,1020.719,32.998,28.522,799,761,4.3371,9.0871,NA,NA,NA,NA,28.0975,1.452882475,118.8765,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:53,1540146953,53.933,1020.723,33.0135,28.5465,737,790,4.514,8.3369,60.606,146.589,28.568,4.690848,28.104,1.4550228,118.898,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:54,1540146954,53.945,1020.718,33.012,28.56,756,799,4.5689,8.5668,58.739,142.023,28.588,4.544736,28.12,1.4910599,119.26,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:55,1540146955,53.905,1020.689,32.978,28.57,794,778,4.4408,9.0266,57.368,138.662,28.607,4.437184,28.139,1.56223815,119.975,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:56,1540146956,53.954,1020.6975,32.998,28.589,776,787,4.4957,8.8088,56.362,136.186,28.626,4.357952,28.1455,1.589465075,120.2485,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:57,1540146957,54.053,1020.737,33.057,28.602,656,827,4.7397,7.3568,NA,NA,NA,NA,28.152,1.616692,120.522,10/21/18 18:35,21.27826545,-157.820943,516.7697471
October,10/21/18,8:35:58,1540146958,54.0725,1020.7315,33.057,28.621,609,824,4.7214,6.7881,54.265,131.077,28.644,4.194464,28.168,1.66497375,121.007,10/21/18 18:35,21.27825705,-157.820952,516.7296747
October,10/21/18,8:35:59,1540146959,54.096,1020.727,33.06,28.64,595,807,4.6177,6.6187,52.241,126.146,28.663,4.036672,28.173,1.669901475,121.0565,10/21/18 18:35,21.27826545,-157.820952,517.4096882
October,10/21/18,8:36:00,1540146960,54.178,1020.764,33.112,28.646,NA,NA,NA,NA,49.828,120.276,28.683,3.848832,28.178,1.6748292,121.106,10/21/18 18:36,21.27826545,-157.820952,517.4096882
October,10/21/18,8:36:01,1540146961,54.177,1020.754,33.103,28.658,NA,NA,NA,NA,NA,NA,NA,NA,28.198,1.69185225,121.277,10/21/18 18:36,21.27826545,-157.820952,517.4096882
October,10/21/18,8:36:02,1540146962,54.173,1020.74,33.091,28.672,564,802,4.5872,6.2436,46.531,112.281,28.702,3.592992,28.21,1.6901599,121.26,10/21/18 18:36,21.27826545,-157.820952,517.4096882
October,10/21/18,8:36:03,1540146963,54.107,1020.69,33.033,28.69,NA,NA,NA,NA,44.488,107.318,28.72,3.434176,28.2135,1.6925491,121.284,10/21/18 18:36,21.27826545,-157.820952,517.4096882
October,10/21/18,8:36:04,1540146964,54.0835,1020.665,33.006,28.706,612,815,4.6665,6.8244,42.774,103.151,28.738,3.300832,28.217,1.6949383,121.308,10/21/18 18:36,21.27826125,-157.820952,517.0695819
October,10/21/18,8:36:05,1540146965,54.122,1020.67,33.021,28.723,NA,NA,NA,NA,NA,NA,NA,NA,28.236,1.7172375,121.532,10/21/18 18:36,21.27825705,-157.820952,516.7296747
October,10/21/18,8:36:06,1540146966,54.096,1020.648,32.996,28.733,633,812,4.6482,7.0785,41.543,100.153,28.754,3.204896,28.243,1.72988035,121.659,10/21/18 18:36,21.27825705,-157.820952,516.7296747
October,10/21/18,8:36:07,1540146967,54.1025,1020.644,32.994,28.742,644,811,4.6421,7.2116,39.962,96.317,28.769,3.082144,28.2465,1.7263961,121.624,10/21/18 18:36,21.27825705,-157.820943,516.0888903
October,10/21/18,8:36:08,1540146968,54.093,1020.625,32.976,28.759,641,806,4.6116,7.1753,39.118,94.26,28.783,3.01632,28.25,1.72291185,121.589,10/21/18 18:36,21.27825705,-157.8209475,516.4091709
October,10/21/18,8:36:09,1540146969,54.093,1020.629,32.979,28.754,NA,NA,NA,NA,38.659,93.133,28.796,2.980256,28.26,1.7184321,121.544,10/21/18 18:36,21.27825705,-157.820952,516.7296747
October,10/21/18,8:36:10,1540146970,54.1325,1020.6325,32.9925,28.7735,627,826,4.7336,7.0059,NA,NA,NA,NA,28.264,1.72370825,121.597,10/21/18 18:36,21.27825285,-157.820952,516.3899671
October,10/21/18,8:36:11,1540146971,54.14,1020.632,32.994,28.779,632,822,4.7092,7.0664,38.125,91.826,28.809,2.938432,28.268,1.7289844,121.65,10/21/18 18:36,21.27824865,-157.820952,516.0504595
October,10/21/18,8:36:12,1540146972,54.1815,1020.6395,33.0115,28.7955,645,826,4.7336,7.2237,37.786,90.988,28.821,2.911616,28.279,1.7323691,121.684,10/21/18 18:36,21.27824865,-157.820952,516.0504595
October,10/21/18,8:36:13,1540146973,54.207,1020.654,33.03,28.793,669,825,4.7275,7.5141,37.594,90.506,28.833,2.896192,28.286,1.72888485,121.649,10/21/18 18:36,21.27824865,-157.820943,515.4088306
October,10/21/18,8:36:14,1540146974,54.232,1020.653,33.036,28.81,663,813,4.6543,7.4415,NA,NA,NA,NA,28.289,1.7293826,121.654,10/21/18 18:36,21.27824025,-157.820952,515.3720457
October,10/21/18,8:36:15,1540146975,54.203,1020.637,33.0145,28.8115,649,828,4.7458,7.2721,37.431,90.099,28.843,2.883168,28.292,1.72988035,121.659,10/21/18 18:36,21.27824025,-157.820961,516.0154094
October,10/21/18,8:36:16,1540146976,54.18,1020.624,32.998,28.813,NA,NA,NA,NA,36.805,88.576,28.853,2.834432,28.3,1.73266775,121.687,10/21/18 18:36,21.27823185,-157.820961,515.3386463
October,10/21/18,8:36:17,1540146977,54.205,1020.622,33.003,28.8305,640,814,4.6604,7.1632,36.445,87.695,28.863,2.80624,28.305,1.7309754,121.67,10/21/18 18:36,21.27823185,-157.820961,515.3386463
October,10/21/18,8:36:18,1540146978,54.188,1020.6,32.981,28.846,657,807,4.6177,7.3689,NA,NA,NA,NA,28.31,1.72928305,121.653,10/21/18 18:36,21.27822345,-157.820952,514.0176352
October,10/21/18,8:36:19,1540146979,54.196,1020.607,32.988,28.843,664,801,4.5811,7.4536,35.825,86.189,28.872,2.758048,28.314,1.73187135,121.679,10/21/18 18:36,21.27822345,-157.820952,514.0176352
October,10/21/18,8:36:20,1540146980,54.1785,1020.5905,32.971,28.8505,672,799,4.5689,7.5504,35.406,85.168,28.881,2.725376,28.322,1.73545515,121.715,10/21/18 18:36,21.27822345,-157.820952,514.0176352
October,10/21/18,8:36:21,1540146981,54.197,1020.595,32.979,28.857,615,828,4.7458,6.8607,35.234,84.744,28.889,2.711808,28.328,1.738093225,121.7415,10/21/18 18:36,21.27822345,-157.820952,514.0176352
October,10/21/18,8:36:22,1540146982,54.245,1020.6175,33.01,28.86,623,822,4.7092,6.9575,34.93,84,28.896,2.688,28.334,1.7407313,121.768,10/21/18 18:36,21.27822345,-157.820952,514.0176352
October,10/21/18,8:36:23,1540146983,54.23,1020.605,32.996,28.865,542,818,4.6848,5.9774,NA,NA,NA,NA,28.34,1.73704795,121.731,10/21/18 18:36,21.27821925,-157.8209565,514.0021683
October,10/21/18,8:36:24,1540146984,54.201,1020.591,32.977,28.864,577,814,4.6604,6.4009,34.652,83.321,28.903,2.666272,28.346,1.7363511,121.724,10/21/18 18:36,21.27821505,-157.820961,513.9875502
October,10/21/18,8:36:25,1540146985,54.192,1020.576,32.9625,28.876,568,808,4.6238,6.292,34.261,82.371,28.91,2.635872,28.3505,1.737993675,121.7405,10/21/18 18:36,21.27821505,-157.8209588,513.825991
October,10/21/18,8:36:26,1540146986,54.163,1020.559,32.941,28.879,560,821,4.7031,6.1952,33.565,80.687,28.917,2.581984,28.355,1.73963625,121.757,10/21/18 18:36,21.27821505,-157.8209565,513.664487
